Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
23/24,Round 35,03/05/24,Beşiktaş,Rizespor,3,2,7.03,6.92,4-1-4-1,4-2-3-1,M. Günok; J. Svensson; (c) N. Uysal; O. Colley; S. E. Terzi; S. Uçan; M. Rashica; R. Ghezzal; E. Muçi; S. Kilicsoy; J. Muleka,T. Çetin; M. T. Şahin; H. Alikulov; (c) E. Topçu; H. I. Pehlivan; I. Olawoyin; J. Shelvey; Gustavo Sauer; D. Varešanović; D. Babajide; A. Gaich
23/24,Round 35,03/05/24,Ankaragücü,Alanyaspor,1,1,6.82,6.96,4-1-4-1,4-2-3-1,B. H. Güngördü; A. Çankaya; (c) U. Radaković; N. Mujakić; S. Kitsiou; Pedrinho; C. Bassogog; A. Flips; E. Bekiroğlu; A. Chatzigiovanis; A. Sowe,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan
23/24,Round 35,04/05/24,İstanbulspor,Adana DS,0,1,6.99,7.17,5-4-1,4-2-3-1,M. Serbest; D. Duhaney; M. Yeşil; S. Deli; R. Coly; (c) A. Yaşar; D. Sambissa; M. Vorobjovas; F. Loshaj; M. Mamadou; E. K. Gültekin,Ş. Mahammadaliev; İ. Çokçalış; J. Manev; A. Burak; M. Mohammadi; Maestro; É. Michut; S. Mendoza; Y. Barası; Y. Erdoğan; (c) M. Balotelli
23/24,Round 35,04/05/24,Kayserispor,Karagümrük,2,2,6.82,6.81,4-2-3-1,4-2-3-1,B. Bayazit; G. Sazdağı; (c) D. Kolovetsios; A. Kocaman; R. Civelek; K. K. Yılmaz; M. Cardoso; A. B. Morte; O. Shukurov; C. Mané; D. Nazon,S. Sirigu; F. Veseli; K. Günter; F. Ceccherini; (c) M. Mercan; M. Rohdén; D. Kourbelis; C. Keleş; V. Eysseric; R. Mendes; Marcão
23/24,Round 35,04/05/24,Samsunspor,Trabzonspor,3,1,6.83,6.47,4-2-3-1,4-2-3-1,O. Kocuk; (c) Z. Yavru; A. Öztürk; R. V. Drongelen; M. Bola; T. Antalyalı; Y. A. Bennasser; B. Raman; C. Holse; E. Kılınç; M. Mouandilmadji,(c) U. Çakır; T. Meunier; J. Fernández; R. Baniya; E. Elmalı; B. Mendy; U. Güneş; N. Pépé; E. Bardhi; M. Trézéguet; P. Onuachu
23/24,Round 35,05/05/24,Başakşehir,Kasımpaşa,4,1,7.09,6.46,4-1-4-1,4-1-4-1,M. Şengezer; L. Duarte; O. Ba; J. Opoku; L. Dubois; O. Ergün; D. Türüç; (c) Ö. A. Şahiner; D. Pelkas; Davidson; J. Figueiredo,A. Gianniotis; T. U. Aydın; J. Porozo; Y. Özcan; M. B. Ouanes; G. Gül; O. Çağlayan; H. Hajradinović; (c) A. Kara; J. Ngoy; N. Da Costa
23/24,Round 35,05/05/24,Galatasaray,Sivasspor,6,1,7.43,6.19,4-2-3-1,5-4-1,(c) F. Muslera; K. Ayhan; V. Nelsson; A. Bardakcı; D. Köhn; L. Torreira; K. Demirbay; H. Ziyech; D. Mertens; B. A. Yılmaz; M. Icardi,A. Ş. Vural; M. Paluli; A. Poungouras; A. Appindangoyé; S. Camara; (c) U. Çiftçi; B. Koita; C. Charisis; İ. Akdağ; B. Elmaz; R. Manaj
23/24,Round 35,05/05/24,Gaziantep,Hatayspor,1,1,6.85,6.91,4-3-3,4-1-4-1,F. Niță; E. Ersoy; A. Kızıldağ; (c) P. Djilobodji; S. M'Bakata; O. Özçiçek; N. N'Koulou; J. Monteiro; D. Sorescu; D. Drăguş; M. Eskihellaç,E. Kardeşler; (c) K. A. Çörekçi; G. M. Kilama; R. B. Yılmaz; F. Ghoulam; C. Massanga; D. Sinik; M. Boudjemaa; F. Dele-Bashiru; J. Fernandes; C. Strandberg
23/24,Round 35,06/05/24,Antalyaspor,Pendikspor,1,2,6.76,7.25,4-3-3,4-3-3,H. Leite; E. Yeşilyurt; (c) V. Sarı; Ö. Toprak; G. Vural; U. Akyol; J. Kałuziński; E. Uzun; S. v. d. Streek; A. Buksa; S. Larsson,E. Canpolat; (c) E. Özgenç; A. Öztürk; Welinton; E. Taşdemir; B. Ndiaye; G. Kaya; M. Thiam; H. Akbunar; E. Yardımcı; A. Diaby
23/24,Round 35,06/05/24,Konyaspor,Fenerbahçe,0,0,6.88,7.09,5-3-2,4-2-3-1,J. Słowik; A. Oğuz; U. Yazğılı; A. Demirbağ; T. L. Hadebe; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; A. Ndao; O. Ülgün; S. Cikalleshi,D. Livaković; B. Osayi-Samuel; R. Becão; A. Djiku; F. Kadıoğlu; Fred; S. Szymański; İ. C. Kahveci; M. H. Yandaş; D. Tadić; (c) E. Džeko
23/24,Round 34,26/04/24,Adana DS,Galatasaray,0,3,6.71,7.57,4-2-3-1,4-2-3-1,Ş. Mahammadaliev; Y. Atal; A. Gravillon; (c) S. Güler; M. Mohammadi; É. Michut; Maestro; Y. Barası; S. Mendoza; Y. Erdoğan; M. Balotelli,(c) F. Muslera; K. Ayhan; V. Nelsson; A. Bardakcı; D. Köhn; L. Torreira; K. Demirbay; H. Ziyech; D. Mertens; B. A. Yılmaz; M. Icardi
23/24,Round 34,27/04/24,Kasımpaşa,Samsunspor,1,0,7.16,6.84,4-1-4-1,4-2-3-1,A. Gianniotis; C. Winck; J. Porozo; Y. Özcan; M. B. Ouanes; G. Gül; M. Fall; H. Hajradinović; (c) A. Kara; J. Ngoy; N. Da Costa,O. Kocuk; (c) Z. Yavru; A. Öztürk; R. V. Drongelen; M. Bola; Y. A. Bennasser; F. Tait; C. Holse; T. Antalyalı; E. Kılınç; M. Mouandilmadji
23/24,Round 34,27/04/24,Sivasspor,Konyaspor,1,0,6.81,6.86,5-4-1,4-2-3-1,Đ. Nikolić; M. Paluli; A. Poungouras; A. Appindangoyé; S. Camara; (c) Z. Erdal; A. Turgunboev; C. Charisis; İ. Akdağ; C. N'Jie; R. Manaj,J. Słowik; A. Oğuz; A. Demirbağ; F. Damjanović; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; A. Ndao; A. Cicâldău; L. Prip; S. Cikalleshi
23/24,Round 34,27/04/24,Fenerbahçe,Beşiktaş,2,1,7.15,6.49,4-2-3-1,4-2-3-1,D. Livaković; B. Osayi-Samuel; R. Becão; A. Djiku; F. Kadıoğlu; İ. Yüksek; Fred; İ. C. Kahveci; S. Szymański; (c) D. Tadić; M. Batshuayi,M. Günok; (c) N. Uysal; J. Worrall; O. Colley; A. Masuaku; M. A. Musrati; G. Fernandes; M. Rashica; E. Muçi; S. Kilicsoy; J. Muleka
23/24,Round 34,27/04/24,Hatayspor,Başakşehir,1,2,6.86,6.92,4-1-4-1,4-2-3-1,E. Kardeşler; (c) K. A. Çörekçi; G. M. Kilama; N. Maksimović; C. Sertel; C. Massanga; R. Rivas; Ö. F. Beyaz; F. Dele-Bashiru; J. Fernandes; C. Strandberg,M. Şengezer; L. Duarte; O. Ba; J. Opoku; (c) Ö. A. Şahiner; Souza; B. Özcan; E. İlkhan; D. Pelkas; Davidson; K. Piątek
23/24,Round 34,28/04/24,Alanyaspor,İstanbulspor,6,0,7.57,6.17,4-2-3-1,5-4-1,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; N. Janvier; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan,A. Arda; D. Sambissa; D. Duhaney; M. Yeşil; S. Deli; (c) A. Yaşar; M. Mamadou; O. Erdoğan; Jackson; V. Temel; E. K. Gültekin
23/24,Round 34,28/04/24,Pendikspor,Kayserispor,1,2,7.03,6.73,4-2-3-1,4-2-3-1,B. Öğür; (c) E. Özgenç; A. Öztürk; M. Akça; N. Sequeira; B. Ndiaye; A. Lusamba; H. Akbunar; G. Kaya; M. Thiam; M. U. Nayir,B. Bayazit; G. Sazdağı; (c) D. Kolovetsios; A. Kocaman; H. A. Kaldırım; O. Shukurov; M. Bourabia; A. B. Morte; M. Cardoso; R. Civelek; D. Nazon
23/24,Round 34,28/04/24,Rizespor,Ankaragücü,2,2,6.8,7.08,4-2-3-1,4-1-4-1,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; J. Shelvey; I. Olawoyin; D. Babajide; D. Varešanović; A. Zeqiri; A. Gaich,B. H. Güngördü; A. Çankaya; U. Radaković; M. Çetin; S. Kitsiou; (c) T. Ciğerci; C. Bassogog; A. Flips; E. Bekiroğlu; R. Cephas; A. Sowe
23/24,Round 34,28/04/24,Trabzonspor,Gaziantep,4,2,7.13,6.66,4-3-3,4-3-3,(c) U. Çakır; T. Meunier; B. Mendy; S. Denswil; A. Boşluk; E. Bardhi; B. A. Özdemir; N. Pépé; E. Višća; P. Onuachu; T. Fountas,F. Niță; E. Ersoy; A. Kızıldağ; (c) P. Djilobodji; S. M'Bakata; J. Monteiro; N. N'Koulou; A. Maxim; D. Sorescu; D. Drăguş; M. Eskihellaç
23/24,Round 34,29/04/24,Karagümrük,Antalyaspor,4,1,7.02,6.42,4-2-3-1,4-2-3-1,S. Sirigu; F. Veseli; D. Biraschi; F. Ceccherini; (c) M. Mercan; M. Rohdén; S. Feghouli; C. Keleş; V. Eysseric; G. Yalçın; Marcão,H. Leite; A. Gerxhaliu; B. Öztürk; Ö. Toprak; (c) G. Vural; J. Kałuziński; E. Rakip; E. Uzun; R. Safuri; S. Larsson; S. v. d. Streek
23/24,Round 33,19/04/24,Beşiktaş,Ankaragücü,2,0,7.32,6.73,4-2-3-1,4-2-3-1,E. Destanoğlu; J. Svensson; J. Worrall; (c) N. Uysal; S. E. Terzi; M. A. Musrati; G. Fernandes; R. Ghezzal; E. Muçi; M. Rashica; J. Muleka,B. H. Güngördü; S. Kitsiou; U. Radaković; N. Mujakić; K. Karataş; A. K. Güneren; (c) T. Ciğerci; O. Moruțan; E. Bekiroğlu; C. Bassogog; A. Sowe
23/24,Round 33,20/04/24,İstanbulspor,Karagümrük,1,2,6.79,,5-4-1,4-3-3,A. Arda; D. Sambissa; M. Yeşil; S. Deli; R. Coly; (c) A. Yaşar; M. Mamadou; M. Vorobjovas; F. Loshaj; Jackson; E. K. Gültekin,S. Sirigu; N. Sangaré; D. Biraschi; K. Günter; (c) M. Mercan; M. Rohdén; D. Kourbelis; A. Bertolacci; E. Mor; Marcão; C. Keleş
23/24,Round 33,20/04/24,Konyaspor,Alanyaspor,0,2,6.65,7.13,4-2-3-1,4-2-3-1,D. Ertaş; U. Yazğılı; A. Demirbağ; T. L. Hadebe; G. H. Sityá; S. N'Zonzi; (c) S. Dikmen; A. Ndao; O. Ülgün; V. Ethemi; B. J. Sambou,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; N. Janvier; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan
23/24,Round 33,20/04/24,Kayserispor,Trabzonspor,1,2,6.64,7.01,4-3-3,4-1-4-1,B. Bayazit; G. Sazdağı; (c) D. Kolovetsios; A. Kocaman; H. A. Kaldırım; K. K. Yılmaz; O. Shukurov; M. Bourabia; A. B. Morte; S. Bahoken; M. Cardoso,(c) U. Çakır; T. Meunier; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; E. Višća; E. Bardhi; N. Pépé; T. Fountas; E. Destan
23/24,Round 33,20/04/24,Samsunspor,Adana DS,1,1,6.82,7.07,4-2-3-1,4-2-3-1,O. Kocuk; (c) Z. Yavru; A. Öztürk; R. V. Drongelen; S. Gönül; T. Antalyalı; Y. A. Bennasser; A. Muja; O. Ntcham; E. Kılınç; M. Mouandilmadji,Ş. Mahammadaliev; Y. Atal; A. Gravillon; (c) S. Güler; M. Mohammadi; E. Akbaba; Maestro; Y. Sarı; S. Mendoza; Y. Erdoğan; M. Balotelli
23/24,Round 33,21/04/24,Başakşehir,Rizespor,2,0,7.01,6.61,4-2-3-1,4-4-1-1,M. Şengezer; L. Duarte; O. Ba; J. Opoku; (c) Ö. A. Şahiner; Souza; B. Özcan; D. Türüç; D. Pelkas; J. Figueiredo; K. Piątek,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; D. Babajide; I. Olawoyin; M. Sarıkaya; A. Zeqiri; D. Varešanović; M. Minchev
23/24,Round 33,21/04/24,Antalyaspor,Hatayspor,2,1,7.06,6.59,4-1-4-1,4-1-4-1,H. Leite; E. Yeşilyurt; (c) V. Sarı; Ö. Toprak; G. Vural; J. Kałuziński; S. v. d. Streek; R. Safuri; D. Šarić; S. Larsson; A. Buksa,E. Kardeşler; (c) K. A. Çörekçi; G. M. Kilama; N. Maksimović; F. Ghoulam; C. Massanga; R. Rivas; F. Dele-Bashiru; Ö. F. Beyaz; J. Fernandes; C. Strandberg
23/24,Round 33,21/04/24,Galatasaray,Pendikspor,4,1,7.04,6.69,4-2-3-1,4-2-3-1,(c) F. Muslera; K. Ayhan; V. Nelsson; A. Bardakcı; D. Köhn; L. Torreira; K. Demirbay; H. Ziyech; D. Mertens; B. A. Yılmaz; M. Icardi,E. Canpolat; S. Asan; A. Öztürk; M. Akça; N. Sequeira; B. Ndiaye; A. Lusamba; (c) H. Akbunar; G. Kaya; M. Thiam; M. U. Nayir
23/24,Round 33,21/04/24,Gaziantep,Kasımpaşa,2,0,7.01,6.74,4-1-4-1,4-1-4-1,F. Niță; E. Ersoy; A. Kızıldağ; (c) P. Djilobodji; S. M'Bakata; M. Jevtović; D. Sorescu; J. Monteiro; A. Maxim; M. Eskihellaç; D. Drăguş,A. Gianniotis; C. Winck; (c) K. Omeruo; Y. Özcan; E. Gedik; G. Gül; M. Fall; H. Hajradinović; A. Kara; M. B. Ouanes; N. Da Costa
23/24,Round 33,22/04/24,Sivasspor,Fenerbahçe,2,2,6.71,7.01,5-4-1,4-2-3-1,A. Ş. Vural; M. Paluli; A. Poungouras; A. Appindangoyé; S. Camara; (c) U. Çiftçi; B. Koita; B. Elmaz; İ. Akdağ; Q. Menig; R. Manaj,D. Livaković; B. Osayi-Samuel; R. Becão; A. Djiku; F. Kadıoğlu; İ. Yüksek; Fred; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 32,12/04/24,Trabzonspor,Sivasspor,0,1,7.09,7.15,4-2-3-1,5-4-1,(c) U. Çakır; T. Meunier; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; U. Güneş; E. Višća; E. Bardhi; M. Trézéguet; N. Pépé,Đ. Nikolić; M. Paluli; A. Poungouras; A. Appindangoyé; S. Camara; (c) U. Çiftçi; B. Koita; C. Charisis; B. Elmaz; Q. Menig; R. Manaj
23/24,Round 32,13/04/24,Kasımpaşa,Konyaspor,0,2,6.61,6.89,4-1-4-1,4-2-3-1,A. Gianniotis; C. Winck; (c) K. Omeruo; J. Porozo; Y. Özcan; G. Gül; M. Fall; H. Hajradinović; A. Kara; M. B. Ouanes; N. Da Costa,J. Słowik; U. Yazğılı; A. Demirbağ; T. L. Hadebe; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; A. Ndao; O. Ülgün; V. Ethemi; B. J. Sambou
23/24,Round 32,13/04/24,Ankaragücü,Gaziantep,3,1,7.16,6.59,4-2-3-1,4-1-4-1,B. H. Güngördü; S. Kitsiou; U. Radaković; N. Mujakić; K. Karataş; A. K. Güneren; (c) T. Ciğerci; O. Moruțan; E. Bekiroğlu; C. Bassogog; A. Sowe,F. Niță; D. Sorescu; A. Kızıldağ; N. N'Koulou; S. M'Bakata; M. Jevtović; M. Eskihellaç; O. Özçiçek; (c) A. Maxim; M. Gradel; D. Drăguş
23/24,Round 32,13/04/24,Adana DS,Kayserispor,0,0,7.21,7.21,4-2-3-1,4-1-4-1,Ş. Mahammadaliev; Y. Atal; A. Gravillon; (c) S. Güler; M. Mohammadi; É. Michut; Maestro; Y. Sarı; E. Akbaba; Nani; M. Balotelli,B. Bayazit; G. Sazdağı; (c) D. Kolovetsios; A. Kocaman; H. A. Kaldırım; M. Bourabia; A. B. Morte; O. Shukurov; R. Civelek; M. Cardoso; S. Bahoken
23/24,Round 32,13/04/24,Beşiktaş,Samsunspor,1,1,6.9,6.77,4-1-4-1,4-2-3-1,M. Günok; J. Svensson; (c) N. Uysal; O. Colley; B. Zaynutdinov; G. Fernandes; R. Ghezzal; M. Rashica; E. Muçi; J. Muleka; S. Kilicsoy,O. Kocuk; (c) Z. Yavru; A. Öztürk; R. V. Drongelen; S. Gönül; T. Antalyalı; Y. A. Bennasser; C. Holse; O. Ntcham; E. Kılınç; M. Mouandilmadji
23/24,Round 32,14/04/24,Pendikspor,Başakşehir,2,3,6.79,6.99,4-2-3-1,4-2-3-1,E. Canpolat; G. Kaya; A. Öztürk; Welinton; N. Sequeira; B. Ndiaye; A. Lusamba; (c) H. Akbunar; F. Midtsjø; M. Thiam; M. U. Nayir,M. Şengezer; (c) Ö. A. Şahiner; L. Duarte; J. Opoku; L. Dubois; B. Özcan; O. Kemen; D. Türüç; D. Pelkas; Davidson; J. Figueiredo
23/24,Round 32,14/04/24,Rizespor,Antalyaspor,3,0,7.25,6.7,4-4-1-1,4-1-4-1,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; D. Babajide; I. Olawoyin; J. Shelvey; A. Zeqiri; D. Varešanović; M. Minchev,H. Leite; E. Yeşilyurt; (c) V. Sarı; B. Öztürk; G. Vural; J. Kałuziński; S. v. d. Streek; R. Safuri; D. Šarić; S. Larsson; A. Buksa
23/24,Round 32,14/04/24,Hatayspor,İstanbulspor,0,3,6.73,7.08,4-1-4-1,5-4-1,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; N. Maksimović; F. Ghoulam; C. Massanga; R. Rivas; F. Dele-Bashiru; R. Pedro; H. Dervişoğlu; C. Strandberg,A. Arda; D. Sambissa; M. Yeşil; S. Deli; R. Coly; (c) A. Yaşar; M. Mamadou; M. Vorobjovas; F. Loshaj; Jackson; E. K. Gültekin
23/24,Round 32,14/04/24,Karagümrükx2,Fenerbahçe,1,2,6.69,7.13,4-2-3-1,4-2-3-1,S. Sirigu; D. Biraschi; K. Günter; F. Ceccherini; (c) M. Mercan; M. Rohdén; A. Bertolacci; C. Keleş; V. Eysseric; R. Mendes; G. Yalçın,D. Livaković; B. Osayi-Samuel; S. Aziz; Ç. Söyüncü; F. Kadıoğlu; İ. Yüksek; Fred; İ. C. Kahveci; R. Krunić; D. Tadić; (c) E. Džeko
23/24,Round 32,15/04/24,Alanyaspor,Galatasaray,0,4,6.52,7.29,4-2-3-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan,(c) F. Muslera; S. Aurier; V. Nelsson; A. Bardakcı; D. Köhn; L. Torreira; K. Demirbay; B. A. Yılmaz; D. Mertens; K. Aktürkoğlu; M. Icardi
23/24,Round 31,02/04/24,İstanbulspor,Rizespor,0,4,6.56,7.36,5-3-2,4-2-3-1,A. Arda; D. Duhaney; (c) M. Yeşil; S. Deli; R. Coly; D. Sambissa; F. Loshaj; Ö. Şahan; Jackson; M. Mamadou; E. K. Gültekin,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; H. I. Pehlivan; J. Shelvey; D. Varešanović; D. Babajide; I. Olawoyin; A. Zeqiri; M. Minchev
23/24,Round 31,02/04/24,Antalyaspor,Ankaragücü,1,1,6.84,7.05,4-1-4-1,4-2-3-1,H. Leite; E. Yeşilyurt; (c) V. Sarı; B. Öztürk; G. Vural; J. Kałuziński; S. v. d. Streek; R. Safuri; D. Šarić; S. Larsson; A. Buksa,B. H. Güngördü; S. Kitsiou; U. Radaković; N. Mujakić; A. Uludağ; A. K. Güneren; (c) T. Ciğerci; O. Moruțan; Pedrinho; C. Bassogog; A. Sowe
23/24,Round 31,02/04/24,Galatasaray,Hatayspor,1,0,7.05,6.77,4-2-3-1,4-1-4-1,(c) F. Muslera; B. A. Yılmaz; V. Nelsson; A. Bardakcı; D. Köhn; L. Torreira; K. Demirbay; H. Ziyech; D. Mertens; W. Zaha; M. Icardi,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; N. Maksimović; F. Ghoulam; C. Massanga; H. Dervişoğlu; F. Dele-Bashiru; Ö. F. Beyaz; R. Rivas; C. Strandberg
23/24,Round 31,02/04/24,Gaziantep,Alanyaspor,0,3,6.74,7.26,4-1-4-1,4-2-3-1,F. Niță; E. Ersoy; N. N'Koulou; (c) P. Djilobodji; M. Eskihellaç; O. Özçiçek; D. Sorescu; J. Monteiro; A. Maxim; L. Marković; D. Drăguş,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan
23/24,Round 31,03/04/24,Sivasspor,Karagümrük,1,0,7.26,6.88,4-3-3,4-2-3-1,A. Ş. Vural; M. Paluli; A. Appindangoyé; S. Camara; (c) U. Çiftçi; C. Charisis; A. Poungouras; B. Elmaz; B. Koita; R. Manaj; A. Turgunboev,S. Sirigu; S. Dursun; (c) D. Biraschi; K. Günter; F. Veseli; F. Paoletti; A. Bertolacci; E. Mor; V. Eysseric; G. Yalçın; K. Lasagna
23/24,Round 31,03/04/24,Fenerbahçe,Adana DS,4,2,7.2,6.55,4-2-3-1,4-3-3,İ. C. Eğribayat; M. Müldür; A. Djiku; J. Oosterwolde; F. Kadıoğlu; R. Krunić; M. Zajc; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko,Ş. Mahammadaliev; M. Mohammadi; A. Gravillon; (c) S. Güler; Y. Erdoğan; É. Michut; Maestro; E. Akbaba; Y. Sarı; M. Balotelli; S. Mendoza
23/24,Round 31,03/04/24,Kayserispor,Kasımpaşa,0,2,6.57,7.16,4-2-3-1,4-2-3-1,O. Piri; (c) G. Sazdağı; J. Attamah; J. Jeanvier; H. A. Kaldırım; K. K. Yılmaz; M. Bourabia; A. B. Morte; A. Karimi; M. Cardoso; D. Nazon,A. Gianniotis; T. U. Aydın; J. Porozo; Y. Özcan; E. Gedik; G. Gül; T. T. Zai; M. Fall; (c) H. Hajradinović; M. B. Ouanes; N. Da Costa
23/24,Round 31,03/04/24,Konyaspor,Trabzonspor,1,3,6.81,6.87,4-2-3-1,4-2-3-1,J. Słowik; U. Yazğılı; F. Damjanović; T. L. Hadebe; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; A. Ndao; A. Cicâldău; O. Ülgün; S. Cikalleshi,(c) U. Çakır; T. Meunier; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; U. Güneş; E. Višća; E. Bardhi; M. Trézéguet; N. Pépé
23/24,Round 31,04/04/24,Başakşehir,Beşiktaş,1,1,7.0,6.84,4-3-3,4-1-4-1,M. Şengezer; (c) Ö. A. Şahiner; L. Duarte; J. Opoku; L. Dubois; O. Kemen; Souza; B. Özcan; S. Gürler; K. Piątek; Davidson,M. Günok; J. Svensson; (c) N. Uysal; O. Colley; B. Zaynutdinov; G. Fernandes; R. Ghezzal; M. Rashica; E. Muçi; S. Kilicsoy; V. Aboubakar
23/24,Round 31,04/04/24,Samsunspor,Pendikspor,0,0,6.85,7.11,4-2-3-1,4-2-3-1,O. Kocuk; Z. Yavru; A. Öztürk; R. V. Drongelen; S. Gönül; Y. A. Bennasser; F. Tait; C. Holse; O. Ntcham; (c) M. Fofana; M. Mouandilmadji,E. Canpolat; S. Asan; A. Öztürk; Welinton; E. Taşdemir; B. Ndiaye; A. Lusamba; (c) H. Akbunar; F. Midtsjø; M. Thiam; M. U. Nayir
23/24,Round 30,15/03/24,Karagümrük,Konyaspor,1,1,6.86,7.06,4-2-3-1,4-2-3-1,S. Sirigu; N. Sangaré; D. Biraschi; S. Dursun; (c) M. Mercan; M. Rohdén; D. Kourbelis; C. Keleş; V. Eysseric; G. Yalçın; K. Lasagna,J. Słowik; A. Oğuz; U. Yazğılı; T. L. Hadebe; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; A. Ndao; A. Cicâldău; M. Moreno; S. Cikalleshi
23/24,Round 30,15/03/24,Pendikspor,İstanbulspor,1,0,7.08,6.61,4-2-3-1,3-4-2-1,E. Canpolat; S. Asan; A. Öztürk; M. Akça; N. Sequeira; B. Ndiaye; F. Midtsjø; (c) H. Akbunar; G. Kaya; M. Thiam; M. U. Nayir,A. Arda; O. Erdoğan; M. Yeşil; S. Deli; D. Duhaney; M. Vorobjovas; F. Loshaj; (c) A. Yaşar; D. Sambissa; Jackson; M. Mamadou
23/24,Round 30,16/03/24,Alanyaspor,Kayserispor,1,0,7.09,6.76,4-2-3-1,4-3-3,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan,B. Bayazit; R. Civelek; J. Attamah; (c) D. Kolovetsios; L. Carole; A. Karimi; M. Bourabia; K. K. Yılmaz; A. B. Morte; D. Nazon; M. Cardoso
23/24,Round 30,16/03/24,Ankaragücü,Başakşehir,2,1,6.82,6.73,4-2-3-1,4-2-3-1,B. H. Güngördü; S. Kitsiou; A. Çankaya; N. Mujakić; A. Uludağ; (c) T. Ciğerci; Pedrinho; C. Bassogog; O. Moruțan; A. Chatzigiovanis; A. Sowe,M. Şengezer; Ö. A. Şahiner; H. Güreler; J. Opoku; L. Lima; B. Özcan; O. Ergün; D. Türüç; (c) D. Aleksić; Davidson; K. Piątek
23/24,Round 30,16/03/24,Adana DS,Sivasspor,4,1,7.38,6.29,4-2-3-1,4-1-4-1,Ş. Mahammadaliev; Y. Atal; A. Gravillon; (c) S. Güler; M. Mohammadi; É. Michut; Maestro; Y. Sarı; E. Akbaba; Y. Erdoğan; S. Mendoza,A. Ş. Vural; M. Paluli; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; İ. Akdağ; A. Turgunboev; C. Charisis; M. Caktaš; Q. Menig; B. Koita
23/24,Round 30,16/03/24,Beşiktaş,Antalyaspor,1,2,6.98,6.97,4-2-3-1,4-1-4-1,M. Günok; J. Svensson; J. Worrall; O. Colley; S. E. Terzi; D. Amartey; G. Fernandes; M. Rashica; E. Muçi; S. Kilicsoy; (c) C. Tosun,H. Leite; B. Balcı; (c) V. Sarı; B. Öztürk; E. Yeşilyurt; J. Kałuziński; S. v. d. Streek; D. Šarić; R. Safuri; S. Larsson; A. Buksa
23/24,Round 30,17/03/24,Rizespor,Gaziantep,3,1,7.13,6.75,4-2-3-1,4-1-4-1,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; M. Sarıkaya; J. Shelvey; Gustavo Sauer; I. Olawoyin; D. Babajide; M. Minchev,F. Niță; E. Ersoy; N. N'Koulou; (c) P. Djilobodji; S. M'Bakata; O. Özçiçek; D. Sorescu; J. Monteiro; A. Maxim; M. Eskihellaç; D. Drăguş
23/24,Round 30,17/03/24,Hatayspor,Samsunspor,3,0,6.98,6.56,4-2-3-1,4-2-3-1,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; N. Maksimović; F. Ghoulam; C. Massanga; Ö. F. Beyaz; R. Rivas; R. Pedro; D. Sinik; C. Strandberg,O. Kocuk; Z. Yavru; Ľ. Šatka; A. Öztürk; S. Gönül; (c) O. Çelik; T. Antalyalı; C. Holse; O. Ntcham; E. Kılınç; B. Raman
